country,commodity,year,loss_percentage,food_supply_stage
United States of America,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2011,8.0,Wholesale
United States of America,Cucumbers and gherkins,2011,8.0,Wholesale
United States of America,Eggplants (aubergines),2011,10.0,Wholesale
United States of America,Tomatoes,2011,15.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2011,10.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2011,10.0,Wholesale
United States of America,Okra,2011,12.0,Wholesale
United States of America,"Other beans, green",2011,8.0,Wholesale
United States of America,"Other beans, green",2011,6.0,Wholesale
United States of America,Carrots and turnips,2011,12.0,Wholesale
United States of America,Carrots and turnips,2011,3.0,Wholesale
United States of America,Green garlic,2011,19.0,Wholesale
United States of America,"Onions and shallots, green",2011,6.0,Wholesale
United States of America,Mushrooms and truffles,2011,6.0,Wholesale
United States of America,Green corn (maize),2011,8.0,Wholesale
United States of America,"Other vegetables, fresh n.e.c.",2011,7.0,Wholesale
United States of America,Avocados,2011,6.0,Wholesale
United States of America,"Mangoes, guavas and mangosteens",2011,5.0,Wholesale
United States of America,Papayas,2011,5.0,Wholesale
United States of America,Pineapples,2011,5.0,Wholesale
United States of America,Pomelos and grapefruits,2011,3.0,Wholesale
United States of America,Pomelos and grapefruits,2011,3.0,Wholesale
United States of America,Lemons and limes,2011,5.0,Wholesale
United States of America,Lemons and limes,2011,4.0,Wholesale
United States of America,"Tangerines, mandarins, clementines",2011,5.0,Wholesale
United States of America,Grapes,2011,9.0,Wholesale
United States of America,Apples,2011,4.0,Wholesale
United States of America,Pears,2011,5.0,Wholesale
United States of America,Apricots,2011,9.0,Wholesale
United States of America,Peaches and nectarines,2011,5.0,Wholesale
United States of America,Plums and sloes,2011,5.0,Wholesale
United States of America,Kiwi fruit,2011,9.0,Wholesale
United States of America,Raspberries,2011,8.0,Wholesale
United States of America,Strawberries,2011,8.0,Wholesale
United States of America,Blueberries,2011,8.0,Wholesale
United States of America,Cranberries,2011,4.0,Wholesale
United States of America,Canned mushrooms,2011,35.0,Wholesale
United States of America,Orange juice,2011,41.4,Wholesale
United States of America,Grapefruit juice,2011,39.7,Wholesale
United States of America,Pineapple juice,2011,41.3,Wholesale
United States of America,Grape juice,2011,19.1,Wholesale
United States of America,Apple juice,2011,26.7,Wholesale
United States of America,Asparagus,2010,9.0,Wholesale
United States of America,Cabbages,2010,8.0,Wholesale
United States of America,Cabbages,2010,12.0,Wholesale
United States of America,Cabbages,2010,12.0,Wholesale
United States of America,Cabbages,2010,12.0,Wholesale
United States of America,Cabbages,2010,7.0,Wholesale
United States of America,Cauliflowers and broccoli,2010,8.0,Wholesale
United States of America,Cauliflowers and broccoli,2010,8.0,Wholesale
United States of America,Lettuce and chicory,2010,10.0,Wholesale
United States of America,Lettuce and chicory,2010,7.0,Wholesale
United States of America,Lettuce and chicory,2010,7.0,Wholesale
United States of America,Spinach,2010,12.0,Wholesale
United States of America,Artichokes,2010,7.0,Wholesale
United States of America,Watermelons,2010,10.0,Wholesale
United States of America,Cantaloupes and other melons,2010,8.0,Wholesale
United States of America,Cantaloupes and other melons,2010,8.0,Wholesale
United States of America,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2010,8.0,Wholesale
United States of America,Cucumbers and gherkins,2010,8.0,Wholesale
United States of America,Eggplants (aubergines),2010,10.0,Wholesale
United States of America,Tomatoes,2010,15.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2010,10.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2010,10.0,Wholesale
United States of America,Okra,2010,12.0,Wholesale
United States of America,"Other beans, green",2010,8.0,Wholesale
United States of America,"Other beans, green",2010,6.0,Wholesale
United States of America,Carrots and turnips,2010,3.0,Wholesale
United States of America,Carrots and turnips,2010,12.0,Wholesale
United States of America,Green garlic,2010,19.0,Wholesale
United States of America,"Onions and shallots, green",2010,6.0,Wholesale
United States of America,Mushrooms and truffles,2010,6.0,Wholesale
United States of America,Green corn (maize),2010,8.0,Wholesale
United States of America,"Other vegetables, fresh n.e.c.",2010,7.0,Wholesale
United States of America,Avocados,2010,6.0,Wholesale
United States of America,"Mangoes, guavas and mangosteens",2010,5.0,Wholesale
United States of America,Papayas,2010,5.0,Wholesale
United States of America,Pineapples,2010,5.0,Wholesale
United States of America,Pomelos and grapefruits,2010,3.0,Wholesale
United States of America,Pomelos and grapefruits,2010,3.0,Wholesale
United States of America,Lemons and limes,2010,4.0,Wholesale
United States of America,Lemons and limes,2010,5.0,Wholesale
United States of America,"Tangerines, mandarins, clementines",2010,5.0,Wholesale
United States of America,Grapes,2010,9.0,Wholesale
United States of America,Apples,2010,4.0,Wholesale
United States of America,Pears,2010,5.0,Wholesale
United States of America,Apricots,2010,9.0,Wholesale
United States of America,Peaches and nectarines,2010,5.0,Wholesale
United States of America,Plums and sloes,2010,5.0,Wholesale
United States of America,Kiwi fruit,2010,9.0,Wholesale
United States of America,Raspberries,2010,8.0,Wholesale
United States of America,Strawberries,2010,8.0,Wholesale
United States of America,Blueberries,2010,8.0,Wholesale
United States of America,Cranberries,2010,4.0,Wholesale
United States of America,Canned mushrooms,2010,35.0,Wholesale
United States of America,Orange juice,2010,39.0,Wholesale
United States of America,Grapefruit juice,2010,40.9,Wholesale
United States of America,Pineapple juice,2010,41.3,Wholesale
United States of America,Grape juice,2010,19.1,Wholesale
United States of America,Apple juice,2010,26.7,Wholesale
United States of America,Asparagus,2009,9.0,Wholesale
United States of America,Cabbages,2009,8.0,Wholesale
United States of America,Cabbages,2009,12.0,Wholesale
United States of America,Cabbages,2009,12.0,Wholesale
United States of America,Cabbages,2009,7.0,Wholesale
United States of America,Cabbages,2009,12.0,Wholesale
United States of America,Cauliflowers and broccoli,2009,8.0,Wholesale
United States of America,Cauliflowers and broccoli,2009,8.0,Wholesale
United States of America,Lettuce and chicory,2009,10.0,Wholesale
United States of America,Lettuce and chicory,2009,7.0,Wholesale
United States of America,Lettuce and chicory,2009,7.0,Wholesale
United States of America,Spinach,2009,12.0,Wholesale
United States of America,Artichokes,2009,7.0,Wholesale
United States of America,Watermelons,2009,10.0,Wholesale
United States of America,Cantaloupes and other melons,2009,8.0,Wholesale
United States of America,Cantaloupes and other melons,2009,8.0,Wholesale
United States of America,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2009,8.0,Wholesale
United States of America,Cucumbers and gherkins,2009,8.0,Wholesale
United States of America,Eggplants (aubergines),2009,10.0,Wholesale
United States of America,Tomatoes,2009,15.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2009,10.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2009,10.0,Wholesale
United States of America,Okra,2009,12.0,Wholesale
United States of America,"Other beans, green",2009,6.0,Wholesale
United States of America,"Other beans, green",2009,8.0,Wholesale
United States of America,Carrots and turnips,2009,12.0,Wholesale
United States of America,Carrots and turnips,2009,3.0,Wholesale
United States of America,Green garlic,2009,19.0,Wholesale
United States of America,"Onions and shallots, green",2009,6.0,Wholesale
United States of America,Mushrooms and truffles,2009,6.0,Wholesale
United States of America,Green corn (maize),2009,8.0,Wholesale
United States of America,"Other vegetables, fresh n.e.c.",2009,7.0,Wholesale
United States of America,Avocados,2009,6.0,Wholesale
United States of America,"Mangoes, guavas and mangosteens",2009,5.0,Wholesale
United States of America,Papayas,2009,5.0,Wholesale
United States of America,Pineapples,2009,5.0,Wholesale
United States of America,Pomelos and grapefruits,2009,3.0,Wholesale
United States of America,Pomelos and grapefruits,2009,3.0,Wholesale
United States of America,Lemons and limes,2009,4.0,Wholesale
United States of America,Lemons and limes,2009,5.0,Wholesale
United States of America,"Tangerines, mandarins, clementines",2009,5.0,Wholesale
United States of America,Grapes,2009,9.0,Wholesale
United States of America,Apples,2009,4.0,Wholesale
United States of America,Pears,2009,5.0,Wholesale
United States of America,Apricots,2009,9.0,Wholesale
United States of America,Peaches and nectarines,2009,5.0,Wholesale
United States of America,Plums and sloes,2009,5.0,Wholesale
United States of America,Kiwi fruit,2009,9.0,Wholesale
United States of America,Raspberries,2009,8.0,Wholesale
United States of America,Strawberries,2009,8.0,Wholesale
United States of America,Blueberries,2009,8.0,Wholesale
United States of America,Cranberries,2009,4.0,Wholesale
United States of America,Canned mushrooms,2009,35.0,Wholesale
United States of America,Orange juice,2009,37.5,Wholesale
United States of America,Grapefruit juice,2009,39.9,Wholesale
United States of America,Pineapple juice,2009,41.3,Wholesale
United States of America,Grape juice,2009,19.1,Wholesale
United States of America,Apple juice,2009,26.7,Wholesale
United States of America,Asparagus,2008,9.0,Wholesale
United States of America,Cabbages,2008,12.0,Wholesale
United States of America,Cabbages,2008,7.0,Wholesale
United States of America,Cabbages,2008,12.0,Wholesale
United States of America,Cabbages,2008,12.0,Wholesale
United States of America,Cabbages,2008,8.0,Wholesale
United States of America,Cauliflowers and broccoli,2008,8.0,Wholesale
United States of America,Cauliflowers and broccoli,2008,8.0,Wholesale
United States of America,Lettuce and chicory,2008,10.0,Wholesale
United States of America,Lettuce and chicory,2008,7.0,Wholesale
United States of America,Lettuce and chicory,2008,7.0,Wholesale
United States of America,Spinach,2008,12.0,Wholesale
United States of America,Artichokes,2008,7.0,Wholesale
United States of America,Watermelons,2008,10.0,Wholesale
United States of America,Cantaloupes and other melons,2008,8.0,Wholesale
United States of America,Cantaloupes and other melons,2008,8.0,Wholesale
United States of America,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2008,8.0,Wholesale
United States of America,Cucumbers and gherkins,2008,8.0,Wholesale
United States of America,Eggplants (aubergines),2008,10.0,Wholesale
United States of America,Tomatoes,2008,15.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2008,10.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2008,10.0,Wholesale
United States of America,Okra,2008,12.0,Wholesale
United States of America,"Other beans, green",2008,6.0,Wholesale
United States of America,"Other beans, green",2008,8.0,Wholesale
United States of America,Carrots and turnips,2008,12.0,Wholesale
United States of America,Carrots and turnips,2008,3.0,Wholesale
United States of America,Green garlic,2008,19.0,Wholesale
United States of America,"Onions and shallots, green",2008,6.0,Wholesale
United States of America,Mushrooms and truffles,2008,6.0,Wholesale
United States of America,Green corn (maize),2008,8.0,Wholesale
United States of America,"Other vegetables, fresh n.e.c.",2008,7.0,Wholesale
United States of America,Avocados,2008,6.0,Wholesale
United States of America,"Mangoes, guavas and mangosteens",2008,5.0,Wholesale
United States of America,Papayas,2008,5.0,Wholesale
United States of America,Pineapples,2008,5.0,Wholesale
United States of America,Pomelos and grapefruits,2008,3.0,Wholesale
United States of America,Pomelos and grapefruits,2008,3.0,Wholesale
United States of America,Lemons and limes,2008,5.0,Wholesale
United States of America,Lemons and limes,2008,4.0,Wholesale
United States of America,"Tangerines, mandarins, clementines",2008,5.0,Wholesale
United States of America,Grapes,2008,9.0,Wholesale
United States of America,Apples,2008,4.0,Wholesale
United States of America,Pears,2008,5.0,Wholesale
United States of America,Apricots,2008,9.0,Wholesale
United States of America,Peaches and nectarines,2008,5.0,Wholesale
United States of America,Plums and sloes,2008,5.0,Wholesale
United States of America,Kiwi fruit,2008,9.0,Wholesale
United States of America,Raspberries,2008,8.0,Wholesale
United States of America,Strawberries,2008,8.0,Wholesale
United States of America,Blueberries,2008,8.0,Wholesale
United States of America,Cranberries,2008,4.0,Wholesale
United States of America,Canned mushrooms,2008,35.0,Wholesale
United States of America,Orange juice,2008,39.0,Wholesale
United States of America,Grapefruit juice,2008,38.3,Wholesale
United States of America,Pineapple juice,2008,41.3,Wholesale
United States of America,Grape juice,2008,19.1,Wholesale
United States of America,Apple juice,2008,26.7,Wholesale
United States of America,"Other fruits, n.e.c.",2008,19.0,Households
United States of America,"Other fruits, n.e.c.",2008,11.0,Retail
United States of America,Asparagus,2008,28.0,Households
United States of America,Asparagus,2008,15.0,Households
United States of America,Asparagus,2008,34.0,Households
United States of America,Cabbages,2008,31.0,Households
United States of America,Cabbages,2008,15.0,Households
United States of America,Cabbages,2008,31.0,Households
United States of America,Cauliflowers and broccoli,2008,22.0,Households
United States of America,Cauliflowers and broccoli,2008,30.0,Households
United States of America,Cauliflowers and broccoli,2008,31.0,Households
United States of America,Cauliflowers and broccoli,2008,21.0,Households
United States of America,Lettuce and chicory,2008,27.0,Households
United States of America,Lettuce and chicory,2008,31.0,Households
United States of America,Spinach,2008,32.0,Households
United States of America,Spinach,2008,28.0,Households
United States of America,Artichokes,2008,35.0,Households
United States of America,Watermelons,2008,33.0,Households
United States of America,Cantaloupes and other melons,2008,30.0,Households
United States of America,Cucumbers and gherkins,2008,15.0,Households
United States of America,Cucumbers and gherkins,2008,15.0,Households
United States of America,Cucumbers and gherkins,2008,25.0,Households
United States of America,Eggplants (aubergines),2008,43.0,Households
United States of America,Tomatoes,2008,31.0,Households
United States of America,"Pumpkins, squash and gourds",2008,29.0,Households
United States of America,"Pumpkins, squash and gourds",2008,30.0,Households
United States of America,Okra,2008,40.0,Households
United States of America,"Peas, green",2008,22.0,Households
United States of America,"Peas, green",2008,15.0,Households
United States of America,"Peas, green",2008,15.0,Households
United States of America,Carrots and turnips,2008,24.0,Households
United States of America,Carrots and turnips,2008,15.0,Households
United States of America,Carrots and turnips,2008,17.0,Households
United States of America,Carrots and turnips,2008,53.0,Households
United States of America,Green garlic,2008,26.0,Households
United States of America,Mushrooms and truffles,2008,30.0,Households
United States of America,Avocados,2008,27.0,Households
United States of America,Bananas,2008,26.0,Households
United States of America,Dates,2008,15.0,Households
United States of America,Figs,2008,15.0,Households
United States of America,Papayas,2008,64.0,Households
United States of America,Pineapples,2008,15.0,Households
United States of America,Pineapples,2008,32.0,Households
United States of America,Pomelos and grapefruits,2008,30.0,Households
United States of America,Lemons and limes,2008,26.0,Households
United States of America,Oranges,2008,29.0,Households
United States of America,Grapes,2008,26.0,Households
United States of America,Apples,2008,15.0,Households
United States of America,Apples,2008,15.0,Households
United States of America,Apples,2008,15.0,Households
United States of America,Apples,2008,27.0,Households
United States of America,Pears,2008,15.0,Households
United States of America,Pears,2008,34.0,Households
United States of America,Apricots,2008,15.0,Households
United States of America,Apricots,2008,15.0,Households
United States of America,Apricots,2008,48.0,Households
United States of America,Apricots,2008,15.0,Households
United States of America,Cherries,2008,15.0,Households
United States of America,Cherries,2008,15.0,Households
United States of America,Cherries,2008,15.0,Households
United States of America,Cherries,2008,23.0,Households
United States of America,Peaches and nectarines,2008,15.0,Households
United States of America,Peaches and nectarines,2008,15.0,Households
United States of America,Peaches and nectarines,2008,15.0,Households
United States of America,Peaches and nectarines,2008,43.0,Households
United States of America,Plums and sloes,2008,15.0,Households
United States of America,Plums and sloes,2008,34.0,Households
United States of America,Plums and sloes,2008,15.0,Households
United States of America,Plums and sloes,2008,15.0,Households
United States of America,Kiwi fruit,2008,30.0,Households
United States of America,Raspberries,2008,28.0,Households
United States of America,Raspberries,2008,15.0,Households
United States of America,Strawberries,2008,15.0,Households
United States of America,Strawberries,2008,28.0,Households
United States of America,Blueberries,2008,24.0,Households
United States of America,Blueberries,2008,15.0,Households
United States of America,Cranberries,2008,25.0,Households
United States of America,"Other fruits, n.e.c.",2008,12.0,Retail
United States of America,"Other fruits, n.e.c.",2008,9.0,Households
United States of America,"Other fruits, n.e.c.",2008,9.0,Retail
United States of America,"Other fruits, n.e.c.",2008,6.0,Retail
United States of America,"Other fruits, n.e.c.",2008,38.0,Households
United States of America,"Other fruits, n.e.c.",2008,15.0,Households
United States of America,"Other fruits, n.e.c.",2008,18.0,Households
United States of America,"Sweet corn, frozen",2008,15.0,Households
United States of America,Canned mushrooms,2008,15.0,Households
United States of America,"Sweet corn, prepared or preserved",2008,19.0,Households
United States of America,"Sweet corn, prepared or preserved",2008,32.0,Households
United States of America,Raisins,2008,15.0,Households
United States of America,Orange juice,2008,15.0,Households
United States of America,Grapefruit juice,2008,15.0,Households
United States of America,Pineapple juice,2008,15.0,Households
United States of America,Grape juice,2008,15.0,Households
United States of America,Juice of lemon,2008,15.0,Households
United States of America,Juice of citrus fruit n.e.c.,2008,15.0,Households
United States of America,Asparagus,2007,9.0,Wholesale
United States of America,Cabbages,2007,12.0,Wholesale
United States of America,Cabbages,2007,12.0,Wholesale
United States of America,Cabbages,2007,8.0,Wholesale
United States of America,Cabbages,2007,12.0,Wholesale
United States of America,Cabbages,2007,7.0,Wholesale
United States of America,Cauliflowers and broccoli,2007,8.0,Wholesale
United States of America,Cauliflowers and broccoli,2007,8.0,Wholesale
United States of America,Lettuce and chicory,2007,10.0,Wholesale
United States of America,Lettuce and chicory,2007,7.0,Wholesale
United States of America,Lettuce and chicory,2007,7.0,Wholesale
United States of America,Spinach,2007,12.0,Wholesale
United States of America,Artichokes,2007,7.0,Wholesale
United States of America,Watermelons,2007,10.0,Wholesale
United States of America,Cantaloupes and other melons,2007,8.0,Wholesale
United States of America,Cantaloupes and other melons,2007,8.0,Wholesale
United States of America,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2007,8.0,Wholesale
United States of America,Cucumbers and gherkins,2007,8.0,Wholesale
United States of America,Eggplants (aubergines),2007,10.0,Wholesale
United States of America,Tomatoes,2007,15.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2007,10.0,Wholesale
United States of America,"Pumpkins, squash and gourds",2007,10.0,Wholesale
United States of America,Okra,2007,12.0,Wholesale
United States of America,"Other beans, green",2007,8.0,Wholesale
United States of America,"Other beans, green",2007,6.0,Wholesale
United States of America,Carrots and turnips,2007,3.0,Wholesale
United States of America,Carrots and turnips,2007,12.0,Wholesale
United States of America,Green garlic,2007,19.0,Wholesale
United States of America,"Onions and shallots, green",2007,6.0,Wholesale
United States of America,Mushrooms and truffles,2007,6.0,Wholesale
United States of America,Green corn (maize),2007,8.0,Wholesale
United States of America,"Other vegetables, fresh n.e.c.",2007,7.0,Wholesale
United States of America,Avocados,2007,6.0,Wholesale
United States of America,"Mangoes, guavas and mangosteens",2007,5.0,Wholesale
United States of America,Papayas,2007,5.0,Wholesale
United States of America,Pineapples,2007,5.0,Wholesale
United States of America,Pomelos and grapefruits,2007,3.0,Wholesale
United States of America,Pomelos and grapefruits,2007,3.0,Wholesale
United States of America,Lemons and limes,2007,4.0,Wholesale
United States of America,Lemons and limes,2007,5.0,Wholesale
United States of America,"Tangerines, mandarins, clementines",2007,5.0,Wholesale
United States of America,Grapes,2007,9.0,Wholesale
United States of America,Apples,2007,4.0,Wholesale
United States of America,Pears,2007,5.0,Wholesale
United States of America,Apricots,2007,9.0,Wholesale
United States of America,Peaches and nectarines,2007,5.0,Wholesale
United States of America,Plums and sloes,2007,5.0,Wholesale
United States of America,Kiwi fruit,2007,9.0,Wholesale
United States of America,Raspberries,2007,8.0,Wholesale
United States of America,Strawberries,2007,8.0,Wholesale
United States of America,Blueberries,2007,8.0,Wholesale
United States of America,Cranberries,2007,4.0,Wholesale
United States of America,Canned mushrooms,2007,35.0,Wholesale
United States of America,Orange juice,2007,39.0,Wholesale
United States of America,Grapefruit juice,2007,42.4,Wholesale
United States of America,Pineapple juice,2007,41.3,Wholesale
United States of America,Grape juice,2007,19.1,Wholesale
United States of America,Apple juice,2007,26.7,Wholesale
Venezuela (Bolivarian Republic of),Cauliflowers and broccoli,2013,49.0,Post-harvest
Venezuela (Bolivarian Republic of),Cauliflowers and broccoli,2013,33.0,Post-harvest
Venezuela (Bolivarian Republic of),Lettuce and chicory,2013,35.0,Post-harvest
Venezuela (Bolivarian Republic of),"Other vegetables, fresh n.e.c.",2013,20.0,Farm
Venezuela (Bolivarian Republic of),"Other vegetables, fresh n.e.c.",2013,48.0,Post-harvest
