m49_code,country,region,cpc_code,commodity,year,loss_percentage,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes
840,United States of America,,1311,Avocados,2015,6.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1316,"Mangoes, guavas and mangosteens",2015,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1317,Papayas,2015,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1318,Pineapples,2015,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1321,Pomelos and grapefruits,2015,3.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1321,Pomelos and grapefruits,2015,3.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1322,Lemons and limes,2015,4.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1322,Lemons and limes,2015,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1324,"Tangerines, mandarins, clementines",2015,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1330,Grapes,2015,9.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1341,Apples,2015,4.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1342.01,Pears,2015,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1343,Apricots,2015,9.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1345,Peaches and nectarines,2015,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1346,Plums and sloes,2015,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1352,Kiwi fruit,2015,9.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1353.01,Raspberries,2015,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1354,Strawberries,2015,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1355.01,Blueberries,2015,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1355.02,Cranberries,2015,4.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21397.01,Canned mushrooms,2015,35.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21431.01,Orange juice,2015,43.7,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21432,Grapefruit juice,2015,46.8,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21433,Pineapple juice,2015,41.3,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21434,Grape juice,2015,19.1,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21435.01,Apple juice,2015,26.7,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1211,Asparagus,2014,9.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1212,Cabbages,2014,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1212,Cabbages,2014,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1212,Cabbages,2014,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1212,Cabbages,2014,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1212,Cabbages,2014,7.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1213,Cauliflowers and broccoli,2014,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1213,Cauliflowers and broccoli,2014,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1214,Lettuce and chicory,2014,7.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1214,Lettuce and chicory,2014,10.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1214,Lettuce and chicory,2014,7.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1215,Spinach,2014,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1216,Artichokes,2014,7.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1221,Watermelons,2014,10.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1229,Cantaloupes and other melons,2014,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1229,Cantaloupes and other melons,2014,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1231,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2014,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1232,Cucumbers and gherkins,2014,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1233,Eggplants (aubergines),2014,10.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1234,Tomatoes,2014,15.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1235,"Pumpkins, squash and gourds",2014,10.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1235,"Pumpkins, squash and gourds",2014,10.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1239.01,Okra,2014,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1241.9,"Other beans, green",2014,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1241.9,"Other beans, green",2014,6.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1251,Carrots and turnips,2014,3.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1251,Carrots and turnips,2014,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1252,Green garlic,2014,19.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1253.01,"Onions and shallots, green",2014,6.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1270,Mushrooms and truffles,2014,6.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1290.01,Green corn (maize),2014,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1290.9,"Other vegetables, fresh n.e.c.",2014,7.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1311,Avocados,2014,6.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1316,"Mangoes, guavas and mangosteens",2014,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1317,Papayas,2014,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1318,Pineapples,2014,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1321,Pomelos and grapefruits,2014,3.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1321,Pomelos and grapefruits,2014,3.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1322,Lemons and limes,2014,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1322,Lemons and limes,2014,4.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1324,"Tangerines, mandarins, clementines",2014,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1330,Grapes,2014,9.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1341,Apples,2014,4.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1342.01,Pears,2014,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1343,Apricots,2014,9.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1345,Peaches and nectarines,2014,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1346,Plums and sloes,2014,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1352,Kiwi fruit,2014,9.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1353.01,Raspberries,2014,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1354,Strawberries,2014,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1355.01,Blueberries,2014,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1355.02,Cranberries,2014,4.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21397.01,Canned mushrooms,2014,35.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21431.01,Orange juice,2014,41.3,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21432,Grapefruit juice,2014,44.4,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21433,Pineapple juice,2014,41.3,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21434,Grape juice,2014,19.1,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21435.01,Apple juice,2014,26.7,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1251,Carrots and turnips,2014,63.0,Retail,,,,Literature Review,"(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",, Reference has been generated automatically
840,United States of America,,1290.01,Green corn (maize),2014,2.0,Retail,,,,Literature Review,"(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",, Reference has been generated automatically
840,United States of America,,1312,Bananas,2014,4.0,Retail,,,,Literature Review,"(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",, Reference has been generated automatically
840,United States of America,,1317,Papayas,2014,43.0,Retail,,,,Literature Review,"(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",, Reference has been generated automatically
840,United States of America,,1359.9,"Other fruits, n.e.c.",2014,9.0,Whole supply chain,,,,Literature Review,"(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",, Reference has been generated automatically
840,United States of America,,1359.9,"Other fruits, n.e.c.",2014,12.3,Retail,,,,Literature Review,"(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",, Reference has been generated automatically
840,United States of America,,1211,Asparagus,2013,9.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1212,Cabbages,2013,7.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1212,Cabbages,2013,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1212,Cabbages,2013,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1212,Cabbages,2013,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1212,Cabbages,2013,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1213,Cauliflowers and broccoli,2013,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1213,Cauliflowers and broccoli,2013,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1214,Lettuce and chicory,2013,7.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1214,Lettuce and chicory,2013,10.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1214,Lettuce and chicory,2013,7.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1215,Spinach,2013,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1216,Artichokes,2013,7.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1221,Watermelons,2013,10.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1229,Cantaloupes and other melons,2013,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1229,Cantaloupes and other melons,2013,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1231,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2013,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1232,Cucumbers and gherkins,2013,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1233,Eggplants (aubergines),2013,10.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1234,Tomatoes,2013,15.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1235,"Pumpkins, squash and gourds",2013,10.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1235,"Pumpkins, squash and gourds",2013,10.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1239.01,Okra,2013,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1241.9,"Other beans, green",2013,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1241.9,"Other beans, green",2013,6.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1251,Carrots and turnips,2013,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1251,Carrots and turnips,2013,3.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1252,Green garlic,2013,19.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1253.01,"Onions and shallots, green",2013,6.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1270,Mushrooms and truffles,2013,6.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1290.01,Green corn (maize),2013,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1290.9,"Other vegetables, fresh n.e.c.",2013,7.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1311,Avocados,2013,6.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1316,"Mangoes, guavas and mangosteens",2013,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1317,Papayas,2013,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1318,Pineapples,2013,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1321,Pomelos and grapefruits,2013,3.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1321,Pomelos and grapefruits,2013,3.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1322,Lemons and limes,2013,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1322,Lemons and limes,2013,4.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1324,"Tangerines, mandarins, clementines",2013,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1330,Grapes,2013,9.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1341,Apples,2013,4.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1342.01,Pears,2013,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1343,Apricots,2013,9.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1345,Peaches and nectarines,2013,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1346,Plums and sloes,2013,5.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1352,Kiwi fruit,2013,9.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1353.01,Raspberries,2013,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1354,Strawberries,2013,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1355.01,Blueberries,2013,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1355.02,Cranberries,2013,4.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21397.01,Canned mushrooms,2013,35.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21431.01,Orange juice,2013,39.5,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21432,Grapefruit juice,2013,41.6,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21433,Pineapple juice,2013,41.3,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21434,Grape juice,2013,19.1,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,21435.01,Apple juice,2013,26.7,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1211,Asparagus,2012,9.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1212,Cabbages,2012,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1212,Cabbages,2012,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1212,Cabbages,2012,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1212,Cabbages,2012,7.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1212,Cabbages,2012,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1213,Cauliflowers and broccoli,2012,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1213,Cauliflowers and broccoli,2012,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1214,Lettuce and chicory,2012,7.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1214,Lettuce and chicory,2012,7.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1214,Lettuce and chicory,2012,10.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1215,Spinach,2012,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1216,Artichokes,2012,7.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1221,Watermelons,2012,10.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1229,Cantaloupes and other melons,2012,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1229,Cantaloupes and other melons,2012,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1231,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2012,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1232,Cucumbers and gherkins,2012,8.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1233,Eggplants (aubergines),2012,10.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1234,Tomatoes,2012,15.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1235,"Pumpkins, squash and gourds",2012,10.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1235,"Pumpkins, squash and gourds",2012,10.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
840,United States of America,,1239.01,Okra,2012,12.0,Wholesale,,,,National Stats Yearbook,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,
